Current_SOC,Predicted_Action,Predicted_Power_Action,Carbon_emissions,Carbon_savings,Forecast_Carbon_savings,Price_emissions,Price_savings,Forecast_Price_savings,Reward
0.5,0,-3.3299999237060547,157.0,-522.8099880218506,-522.8099880218506,43.34,-144.32219720153807,-144.32219720153807,1.4173387289047243
0.8329999923706055,1,0.0,171.0,0.0,0.0,48.39,0.0,0.0,0.0
0.8329999923706055,2,3.3299999237060547,172.0,572.7599868774414,572.7599868774414,53.11,176.85629798049922,176.85629798049922,-0.7877703905105591
0.5,0,-3.3299999237060547,172.0,-572.7599868774414,-572.7599868774414,61.52,-204.86159683074948,-204.86159683074948,0.49901509284973145
0.8329999923706055,1,0.0,157.0,0.0,0.0,52.54,0.0,0.0,0.0
0.8329999923706055,1,0.0,159.0,0.0,0.0,44.96,0.0,0.0,0.0
0.8329999923706055,1,0.0,176.0,0.0,0.0,26.37,0.0,0.0,0.0
0.8329999923706055,1,0.0,178.0,0.0,0.0,26.6,0.0,0.0,0.0
0.8329999923706055,1,0.0,182.0,0.0,0.0,33.76,0.0,0.0,0.0
0.8329999923706055,1,0.0,197.0,0.0,0.0,27.14,0.0,0.0,0.0
0.8329999923706055,1,0.0,210.0,0.0,0.0,27.2,0.0,0.0,0.0
0.8329999923706055,2,3.3299999237060547,229.0,762.5699825286865,762.5699825286865,47.33,157.60890248641954,157.60890248641954,-0.2791681289672852
0.5,1,0.0,234.0,0.0,0.0,64.23,0.0,0.0,0.0
0.5,1,0.0,242.0,0.0,0.0,48.9,0.0,0.0,0.0
0.5,1,0.0,252.0,0.0,0.0,58.44,0.0,0.0,0.0
0.5,0,-3.3299999237060547,259.0,-862.4699802398682,-862.4699802398682,61.97,-206.36009933700552,-206.36009933700552,-0.7740781307220459
0.8329999923706055,1,0.0,257.0,0.0,0.0,61.97,0.0,0.0,0.0
0.8329999923706055,1,0.0,252.0,0.0,0.0,65.22,0.0,0.0,0.0
0.8329999923706055,1,0.0,249.0,0.0,0.0,65.32,0.0,0.0,0.0
0.8329999923706055,2,3.3299999237060547,243.0,809.1899814605713,809.1899814605713,84.62,281.7846026901243,281.7846026901243,1.0827069282531738
0.5,2,3.3299999237060547,215.0,715.9499835968018,715.9499835968018,65.32,217.51559400024416,217.51559400024416,-0.09432482719421384
0.1670000076293945,1,0.0,204.0,0.0,0.0,58.02,0.0,0.0,0.0
0.1670000076293945,1,0.0,188.0,0.0,0.0,62.47,0.0,0.0,0.0
0.1670000076293945,0,-3.3299999237060547,171.0,-569.4299869537354,-569.4299869537354,56.95,-189.64349819564814,-189.64349819564814,1.0570039749145508
0.5,2,3.3299999237060547,175.0,582.7499866485596,582.7499866485596,44.76,149.0507909957887,149.0507909957887,-1.4954144954681396
0.1670000076293945,0,-3.3299999237060547,191.0,-636.0299854278564,-636.0299854278564,51.2,-170.49599863433832,-170.49599863433832,1.1629610061645508
0.5,1,0.0,205.0,0.0,0.0,51.08,0.0,0.0,0.0
0.5,1,0.0,227.0,0.0,0.0,55.1,0.0,0.0,0.0
0.5,0,-3.3299999237060547,240.0,-799.1999816894531,-799.1999816894531,47.66,-158.7077958557129,-158.7077958557129,0.44063436985015875
